"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.476776935E2,3.035405278E-1,-8.781108856E-1,-3.734819412E0
1.476827239E2,3.040241003E-1,-8.779459000E-1,-3.869341373E0
1.476877542E2,2.812176049E-1,-8.752574921E-1,-3.928123951E0
1.476927846E2,2.735604048E-1,-8.697986603E-1,-3.916157246E0
1.476978150E2,2.856190503E-1,-8.517189026E-1,-3.900586605E0
1.477028453E2,2.931149900E-1,-7.778980732E-1,-3.809706211E0
1.477078757E2,3.150077164E-1,-6.582195759E-1,-3.643507957E0
1.477129060E2,3.560691476E-1,-5.218806267E-1,-3.411482811E0
1.477179364E2,4.640697241E-1,-3.839046955E-1,-3.127807140E0
1.477229668E2,6.054599285E-1,-2.065544128E-1,-2.821043491E0
1.477279971E2,6.321282387E-1,-3.832006454E-2,-2.557950020E0
1.477330275E2,5.299454927E-1,1.251344681E-1,-2.333524704E0
1.477380579E2,3.802725375E-1,3.076283932E-1,-2.205063343E0
1.477430882E2,1.920247972E-1,5.091950893E-1,-2.052872181E0
1.477481186E2,5.962377787E-2,7.158586979E-1,-1.843578815E0
1.477531490E2,-2.782759070E-2,9.184007645E-1,-1.539045334E0
1.477581793E2,-8.993628621E-2,1.078748226E0,-1.177680492E0
1.477632097E2,-1.023099422E-1,1.153959990E0,-7.595815659E-1
1.477682401E2,-1.213970184E-1,1.153747320E0,-2.609596252E-1
1.477732704E2,-1.028425992E-1,1.125838757E0,2.941761017E-1
1.477783008E2,-9.846422076E-2,1.079593897E0,9.057979584E-1
1.477833312E2,-7.397842407E-2,9.908838272E-1,1.444745064E0
1.477883615E2,-4.218089581E-2,8.787424564E-1,1.944526672E0
1.477933918E2,-1.070314646E-1,7.666552067E-1,2.491337776E0
1.477984221E2,-2.775073349E-1,6.589159966E-1,2.951334000E0
1.478034525E2,-4.915170968E-1,5.168685913E-1,3.319979668E0
1.478084828E2,-7.210441232E-1,4.213237762E-1,3.611958504E0
1.478135131E2,-8.765869141E-1,3.909063339E-1,3.803698540E0
1.478185434E2,-9.455187321E-1,4.108030796E-1,3.900343895E0
1.478235737E2,-9.142626524E-1,4.281167984E-1,3.969080925E0
1.478286040E2,-8.737032413E-1,4.184966087E-1,3.914431572E0
1.478336343E2,-8.610706329E-1,4.343285561E-1,3.755685806E0
1.478386646E2,-8.856111765E-1,5.427887440E-1,3.545472145E0
1.478436950E2,-1.029365778E0,7.107939720E-1,3.326779366E0
1.478487253E2,-1.226729870E0,8.914942741E-1,3.128061295E0
1.478537556E2,-1.350472093E0,1.057242155E0,2.958631516E0
1.478587859E2,-1.450060844E0,1.281059980E0,2.918557167E0
1.478638162E2,-1.397474766E0,1.492579937E0,3.083784103E0
1.478688465E2,-1.298464775E0,1.611732721E0,3.491943359E0
1.478738768E2,-1.243550301E0,1.596594572E0,4.104132652E0
1.478789071E2,-1.187700391E0,1.418974638E0,4.876845360E0
1.478839375E2,-1.008363008E0,1.160037518E0,5.733290672E0
1.478889678E2,-8.507595062E-1,8.716645241E-1,6.587331772E0
1.478939981E2,-8.291850686E-1,5.567910671E-1,7.338740349E0
1.478990284E2,-7.906738520E-1,2.708237171E-1,7.839653969E0
1.479040587E2,-7.238653898E-1,1.028199196E-1,8.062100410E0
1.479090890E2,-7.295287251E-1,-3.482842445E-2,8.006933212E0
1.479141193E2,-7.852439284E-1,-3.060028553E-1,7.622494698E0
1.479191496E2,-9.655629396E-1,-5.389847755E-1,6.995798111E0
1.479241800E2,-1.274004698E0,-7.055180073E-1,6.256752014E0
1.479292103E2,-1.685488224E0,-7.674870491E-1,5.429736137E0
1.479342406E2,-2.079109430E0,-7.536811829E-1,4.658551216E0
1.479392709E2,-2.310799122E0,-7.074751854E-1,3.881225586E0
1.479443012E2,-2.331869125E0,-6.383318901E-1,3.116963387E0
1.479493315E2,-1.925602555E0,-5.508372784E-1,2.437471390E0
1.479543618E2,-1.242559433E0,-4.923212528E-1,1.823378563E0
1.479593921E2,-3.740800321E-1,-5.292780399E-1,1.317530632E0
1.479644225E2,6.185394526E-1,-5.605785847E-1,9.339914322E-1
1.479694528E2,1.642357349E0,-6.238834858E-1,5.576410294E-1
1.479744831E2,2.557280302E0,-6.513087749E-1,2.024984360E-1
1.479795134E2,3.390853167E0,-6.180777550E-1,-1.366291046E-1
1.479845437E2,4.084125042E0,-5.899968147E-1,-4.316167831E-1
1.479895740E2,4.621288776E0,-5.898814201E-1,-7.644205093E-1
1.479946043E2,4.986016750E0,-6.741101742E-1,-1.116465569E0
1.479996346E2,5.161300659E0,-7.797660828E-1,-1.440392494E0
1.480046650E2,5.196270943E0,-8.582327366E-1,-1.774994850E0
1.480096953E2,5.115337372E0,-9.423453808E-1,-2.168492794E0
1.480147256E2,4.899395943E0,-1.016807556E0,-2.573453903E0
1.480197559E2,4.609868526E0,-1.114385128E0,-2.923206806E0
1.480247862E2,4.288994312E0,-1.210542440E0,-3.232388973E0
1.480298165E2,3.897486210E0,-1.300179243E0,-3.448522568E0
1.480348468E2,3.448451996E0,-1.392965317E0,-3.557243347E0
1.480398771E2,2.959907055E0,-1.479567766E0,-3.572837830E0
1.480449075E2,2.517048359E0,-1.584616184E0,-3.566781998E0
1.480499378E2,2.176651239E0,-1.646408558E0,-3.543621063E0
1.480549681E2,1.833176613E0,-1.675333738E0,-3.450416565E0
1.480599984E2,1.567744970E0,-1.629288197E0,-3.349022865E0
1.480650287E2,1.303292513E0,-1.566569805E0,-3.229501247E0
1.480700590E2,1.049130201E0,-1.497434616E0,-3.115481853E0
1.480750893E2,8.192042708E-1,-1.432023764E0,-2.973217487E0
1.480801196E2,5.652145147E-1,-1.328001022E0,-2.855037212E0
1.480851500E2,2.920880318E-1,-1.214679480E0,-2.760697365E0
1.480901803E2,4.514694214E-3,-1.087711096E0,-2.690004349E0
1.480952106E2,-2.929537296E-1,-9.712994099E-1,-2.652382851E0
1.481002409E2,-5.961188078E-1,-8.894212246E-1,-2.623838425E0
1.481052712E2,-8.672583103E-1,-8.135209084E-1,-2.628195763E0
1.481103015E2,-1.126199722E0,-7.102515697E-1,-2.607969284E0
1.481153318E2,-1.282348514E0,-5.847244263E-1,-2.558315277E0
1.481203621E2,-1.374021769E0,-4.705572128E-1,-2.531863213E0
1.481253925E2,-1.458519578E0,-3.823904991E-1,-2.509369850E0
1.481304228E2,-1.493033767E0,-2.771618366E-1,-2.519533157E0
1.481354531E2,-1.405921221E0,-1.406648159E-1,-2.528809547E0
1.481404834E2,-1.259845853E0,1.777029037E-2,-2.537303925E0
1.481455137E2,-1.098019004E0,1.886308193E-1,-2.502013206E0
1.481505440E2,-9.914586544E-1,3.049314022E-1,-2.523443222E0
1.481555743E2,-9.391670227E-1,3.908407688E-1,-2.568144798E0
1.481606046E2,-9.165235758E-1,4.751400948E-1,-2.569169044E0
1.481656350E2,-8.658732176E-1,5.436334610E-1,-2.560108185E0
1.481706653E2,-7.872006893E-1,6.252326965E-1,-2.517135620E0
1.481756956E2,-6.807310581E-1,6.819036007E-1,-2.459503174E0
1.481807259E2,-5.464873314E-1,7.473924160E-1,-2.416007996E0
1.481857562E2,-3.795011938E-1,7.980632782E-1,-2.338921070E0
1.481907865E2,-1.891456246E-1,8.531591892E-1,-2.271366596E0
1.481958168E2,3.421929479E-2,9.225778580E-1,-2.251719952E0
1.482008471E2,2.478956878E-1,1.020981789E0,-2.256145000E0
1.482058775E2,4.519388378E-1,1.091229916E0,-2.232115269E0
1.482109078E2,6.610502601E-1,1.157595634E0,-2.222845554E0
1.482159381E2,7.509239316E-1,1.253746033E0,-2.147088528E0
1.482209684E2,7.744548321E-1,1.350999594E0,-2.043216228E0
1.482259987E2,8.131601810E-1,1.363315821E0,-1.939980984E0
1.482310290E2,8.293094635E-1,1.333977938E0,-1.784848213E0
1.482360593E2,7.897919416E-1,1.281973124E0,-1.549130440E0
1.482410896E2,6.662478447E-1,1.221442938E0,-1.242412090E0
1.482461200E2,4.780908227E-1,1.199896097E0,-8.933601379E-1
1.482511503E2,2.588208020E-1,1.188224077E0,-5.257940292E-1
1.482561806E2,-5.884677172E-3,1.152479410E0,-1.778202057E-1
1.482612109E2,-2.399617732E-1,1.111310244E0,8.384990692E-2
1.482662412E2,-4.822797477E-1,1.055175304E0,2.832517624E-1
1.482712715E2,-7.051693797E-1,1.060241461E0,5.258531570E-1
1.482763018E2,-8.667768240E-1,1.092822313E0,7.686414719E-1
1.482813321E2,-9.347079396E-1,1.171918392E0,9.734201431E-1
1.482863625E2,-9.481202364E-1,1.240025520E0,1.168969154E0
1.482913928E2,-9.121830463E-1,1.268451929E0,1.283572197E0
1.482964231E2,-8.032374382E-1,1.276615381E0,1.427242279E0
1.483014534E2,-5.402032137E-1,1.245594978E0,1.638138771E0
1.483064837E2,-1.854994297E-1,1.209146261E0,1.954360962E0
1.483115140E2,2.280600965E-1,1.095659256E0,2.380502701E0
1.483165443E2,6.591988802E-1,8.525061607E-1,2.787299156E0
1.483215746E2,9.526818991E-1,4.940824509E-1,3.079088211E0
1.483266050E2,1.082415819E0,1.445772648E-1,3.246474266E0
1.483316353E2,1.045760036E0,-1.911828518E-1,3.361252785E0
1.483366656E2,8.011116982E-1,-4.175441265E-1,3.361261368E0
1.483416959E2,3.017882705E-1,-5.346074104E-1,3.165312767E0
1.483467262E2,-3.710862100E-1,-5.280230045E-1,2.802350044E0
1.483517565E2,-1.124715805E0,-3.785467148E-1,2.377833366E0
1.483567868E2,-1.759404898E0,-1.909158230E-1,2.035251617E0
1.483618171E2,-2.124582529E0,-7.922315598E-2,1.726545334E0
1.483668475E2,-2.120756149E0,-4.467010498E-3,1.551918983E0
1.483718778E2,-1.779915810E0,1.195263863E-1,1.506456375E0
1.483769081E2,-1.131135225E0,3.497588634E-1,1.638022423E0
1.483819384E2,-2.448560297E-1,5.900700092E-1,1.903624535E0
1.483869687E2,8.426250219E-1,7.352452278E-1,2.264980316E0
1.483919990E2,1.918495059E0,7.950041294E-1,2.597752571E0
1.483970293E2,2.728447437E0,7.503402233E-1,2.973735809E0
1.484020596E2,3.167829514E0,6.727092266E-1,3.254195213E0
1.484070900E2,3.367171764E0,6.286351681E-1,3.400794983E0
1.484121203E2,3.312183380E0,5.608372688E-1,3.427503586E0
1.484171506E2,3.043989658E0,4.028246403E-1,3.300392151E0
1.484221810E2,2.625910282E0,1.269550323E-1,3.023756981E0
1.484272114E2,2.110791206E0,-1.413788795E-1,2.640271187E0
1.484322417E2,1.464394093E0,-3.535535336E-1,2.274042130E0
1.484372721E2,8.433442116E-1,-5.427062511E-1,1.944081306E0
1.484423025E2,3.223670125E-1,-7.181432247E-1,1.640821457E0
1.484473328E2,-1.384962201E-1,-8.704934120E-1,1.388387680E0
1.484523632E2,-4.832610786E-1,-9.952991009E-1,1.172657967E0
1.484573935E2,-8.232036233E-1,-1.059777737E0,1.046615601E0
1.484624239E2,-1.121274829E0,-1.127055407E0,9.245719910E-1
1.484674543E2,-1.373707771E0,-1.150017023E0,7.686681747E-1
1.484724846E2,-1.648487091E0,-1.148552418E0,6.223716736E-1
1.484775150E2,-1.956494808E0,-1.099378109E0,5.721120834E-1
1.484825454E2,-2.241702080E0,-1.027403116E0,5.273685455E-1
1.484875757E2,-2.438363075E0,-9.906649590E-1,4.788722992E-1
1.484926061E2,-2.509091616E0,-9.516477585E-1,4.030323029E-1
1.484976365E2,-2.483096838E0,-9.061875343E-1,2.953138351E-1
1.485026668E2,-2.327282190E0,-8.260633945E-1,2.132978439E-1
1.485076972E2,-2.017569304E0,-7.450904846E-1,9.483432770E-2
1.485127276E2,-1.658660769E0,-6.777818203E-1,-9.830379486E-2
1.485177579E2,-1.282732844E0,-6.574666500E-1,-3.087902069E-1
1.485227883E2,-9.413636327E-1,-6.499776840E-1,-5.799522400E-1
1.485278186E2,-6.955903172E-1,-6.594762802E-1,-8.689708710E-1
1.485328490E2,-5.297397375E-1,-6.850039959E-1,-1.200159073E0
1.485378794E2,-4.333104491E-1,-6.872801781E-1,-1.535627365E0
1.485429097E2,-4.055950046E-1,-6.939947605E-1,-1.808835983E0
1.485479401E2,-4.462485909E-1,-7.138280869E-1,-2.082373142E0
1.485529705E2,-5.023902655E-1,-7.604279518E-1,-2.284757137E0
1.485580008E2,-5.547401905E-1,-8.381228447E-1,-2.483180046E0
1.485630312E2,-6.035535932E-1,-9.419128895E-1,-2.586811066E0
1.485680615E2,-6.444560289E-1,-1.033590317E0,-2.638728142E0
1.485730918E2,-7.022381425E-1,-1.070400476E0,-2.667513847E0
1.485781221E2,-7.493041158E-1,-1.095743418E0,-2.696919441E0
1.485831524E2,-7.963329554E-1,-1.133840799E0,-2.702853203E0
1.485881827E2,-8.394638300E-1,-1.209129095E0,-2.670751572E0
1.485932130E2,-9.080713987E-1,-1.240508795E0,-2.643589020E0
1.485982433E2,-9.884247780E-1,-1.300308466E0,-2.578106880E0
1.486032736E2,-1.076145887E0,-1.307433605E0,-2.512524605E0
1.486083040E2,-1.152450085E0,-1.338758945E0,-2.427615166E0
1.486133343E2,-1.174430370E0,-1.346626043E0,-2.328129292E0
1.486183646E2,-1.122830987E0,-1.317211151E0,-2.223496914E0
1.486233949E2,-9.447615743E-1,-1.322513819E0,-2.142368793E0
1.486284252E2,-7.500472665E-1,-1.291022062E0,-2.051164150E0
1.486334555E2,-6.491135359E-1,-1.184769630E0,-1.945022106E0
1.486384858E2,-5.415652990E-1,-1.070600510E0,-1.876643181E0
1.486435162E2,-3.887525201E-1,-1.020165682E0,-1.860379219E0
1.486485465E2,-2.091365457E-1,-9.758489132E-1,-1.848412514E0
1.486535768E2,-1.157081127E-2,-9.326703548E-1,-1.869522095E0
1.486586071E2,1.852380633E-1,-8.521738052E-1,-1.947659969E0
1.486636374E2,3.622691631E-1,-7.530543804E-1,-2.015974522E0
1.486686677E2,5.102697611E-1,-6.350014210E-1,-2.127213001E0
1.486736980E2,6.007046700E-1,-4.975080490E-1,-2.238473415E0
1.486787283E2,6.721409559E-1,-3.354806900E-1,-2.287713528E0
1.486837587E2,6.963717937E-1,-2.108831406E-1,-2.318152905E0
1.486887890E2,6.881166101E-1,-8.038544655E-2,-2.267742634E0
1.486938193E2,6.905428767E-1,5.111908913E-2,-2.165242672E0
1.486988496E2,6.561536789E-1,1.834352016E-1,-2.072834492E0
1.487038799E2,5.610870123E-1,2.971315384E-1,-1.956920147E0
1.487089102E2,4.385979176E-1,4.253180027E-1,-1.836506844E0
1.487139405E2,3.311246634E-1,5.054128170E-1,-1.673179626E0
1.487189708E2,2.474630773E-1,6.089141369E-1,-1.509901047E0
1.487240012E2,1.678187847E-1,7.450594902E-1,-1.418282509E0
1.487290315E2,1.443054080E-1,9.378144741E-1,-1.359991550E0
1.487340618E2,1.383717954E-1,1.120438814E0,-1.253782749E0
1.487390921E2,1.737850308E-1,1.288398504E0,-1.138052940E0
1.487441224E2,2.410509884E-1,1.437408447E0,-9.842929840E-1
1.487491527E2,3.357988596E-1,1.558303833E0,-8.118295670E-1
1.487541830E2,4.205743372E-1,1.656233788E0,-5.921325684E-1
1.487592133E2,4.576716125E-1,1.683639288E0,-3.158006668E-1
1.487642436E2,4.043965936E-1,1.626510382E0,1.221752167E-2
1.487692740E2,3.040094674E-1,1.489644289E0,4.110193253E-1
1.487743043E2,1.611732244E-1,1.311221838E0,8.710203171E-1
1.487793346E2,-5.270284414E-2,1.124402046E0,1.377932549E0
1.487843649E2,-2.751121521E-1,9.142863750E-1,1.845802307E0
1.487893952E2,-4.674042761E-1,7.090375423E-1,2.265297890E0
1.487944255E2,-5.673878193E-1,5.321481228E-1,2.579232216E0
1.487994558E2,-6.232196093E-1,3.880438805E-1,2.869154930E0
1.488044862E2,-5.638411641E-1,3.097305298E-1,3.101787567E0
1.488095165E2,-3.514751494E-1,2.346506119E-1,3.258187294E0
1.488145468E2,-4.301494360E-2,1.528556347E-1,3.309854507E0
1.488195771E2,3.574844003E-1,2.113842964E-2,3.194773674E0
1.488246074E2,2.962918878E-1,-7.381200790E-3,2.960930824E0
1.488296377E2,6.191131473E-2,2.815723419E-4,2.689721107E0
1.488346680E2,-1.976993531E-1,9.710168839E-2,2.271085739E0
1.488396983E2,-5.319502354E-1,2.407801151E-1,1.767149925E0
1.488447286E2,-8.044185638E-1,3.751184940E-1,1.278103828E0
1.488497590E2,-1.055773497E0,4.773244858E-1,8.849086761E-1
1.488547893E2,-1.140100956E0,5.820162296E-1,5.775547028E-1
1.488598196E2,-8.296229839E-1,7.428410053E-1,4.369077682E-1
1.488648499E2,-6.096212864E-1,9.845349789E-1,5.390291214E-1
1.488698802E2,-2.837622464E-1,1.135445356E0,9.073524475E-1
1.488749105E2,1.492044330E-1,1.162198782E0,1.517667770E0
1.488799408E2,6.918261051E-1,9.973320961E-1,2.212074280E0
1.488849712E2,1.166481495E0,7.500524521E-1,2.966806412E0
1.488900015E2,1.591571808E0,6.060304642E-1,3.777187347E0
1.488950318E2,1.763892889E0,4.535672665E-1,4.543113708E0
1.489000621E2,1.800836444E0,2.526495457E-1,5.126379013E0
1.489050924E2,1.685770512E0,1.937150955E-3,5.474893570E0
1.489101227E2,1.395887852E0,-1.898443699E-1,5.661032677E0
1.489151530E2,9.642401934E-1,-3.475153446E-1,5.603988647E0
1.489201833E2,3.269746006E-1,-4.095191956E-1,5.290013313E0
1.489252137E2,-4.326772988E-1,-3.761296272E-1,4.786603928E0
1.489302440E2,-1.127020836E0,-2.757763863E-1,4.146668434E0
1.489352743E2,-1.640871763E0,-1.558568478E-1,3.451670647E0
1.489403046E2,-1.916164875E0,-5.376195908E-2,2.821044922E0
1.489453349E2,-1.908804536E0,-1.177859306E-2,2.307124138E0
1.489503652E2,-1.664450765E0,-1.509451866E-2,1.909634590E0
1.489553955E2,-1.078475475E0,-2.035522461E-2,1.613984108E0
1.489604258E2,-6.328915358E-1,-8.228778839E-3,1.429529190E0
1.489654562E2,-5.758163333E-2,-1.076629162E-1,1.308238983E0
1.489704865E2,5.681185722E-1,-2.799980640E-1,1.245172501E0
1.489755168E2,1.222298861E0,-4.579365253E-1,1.192347527E0
1.489805471E2,1.787582994E0,-6.173651218E-1,1.154440880E0
1.489855774E2,2.289965391E0,-7.392923832E-1,1.140979767E0
1.489906077E2,2.836854219E0,-8.381605148E-1,1.113599777E0
1.489956380E2,3.535193205E0,-9.523584843E-1,9.144229889E-1
1.490006683E2,3.755197287E0,-1.005040407E0,5.817022324E-1
1.490056986E2,3.867183208E0,-1.067570686E0,1.440229416E-1
1.490107290E2,3.833455563E0,-1.124593019E0,-3.462781906E-1
1.490157593E2,3.610784054E0,-1.161027670E0,-9.180927277E-1
1.490207896E2,3.279748201E0,-1.214345932E0,-1.466345310E0
1.490258199E2,2.863052607E0,-1.231232405E0,-1.991233826E0
1.490308502E2,2.369221687E0,-1.287867308E0,-2.497638226E0
1.490358805E2,1.758875012E0,-1.364881396E0,-2.961666107E0
1.490409108E2,1.174577236E0,-1.395299077E0,-3.345047474E0
1.490459412E2,6.581506729E-1,-1.431553006E0,-3.662242889E0
1.490509715E2,1.606148779E-1,-1.459402323E0,-3.908454895E0
1.490560018E2,-2.614535093E-1,-1.455109596E0,-4.112369061E0
1.490610321E2,-6.087521911E-1,-1.433234930E0,-4.240469456E0
1.490660624E2,-8.484148979E-1,-1.370266318E0,-4.268783092E0
1.490710927E2,-9.475294352E-1,-1.295340419E0,-4.197276592E0
1.490761230E2,-9.401758909E-1,-1.209025860E0,-4.011513233E0
1.490811533E2,-8.882895708E-1,-1.131082296E0,-3.768831253E0
1.490861836E2,-7.529680729E-1,-1.062367678E0,-3.478604794E0
1.490912140E2,-5.913228989E-1,-9.749920368E-1,-3.083249569E0
1.490962443E2,-5.034046173E-1,-8.745760918E-1,-2.697429657E0
1.491012746E2,-5.120382309E-1,-7.955183983E-1,-2.383064747E0
1.491063049E2,-5.922576785E-1,-7.766909599E-1,-2.168613911E0
1.491113352E2,-6.384691596E-1,-7.609539032E-1,-2.015615463E0
1.491163655E2,-6.893492937E-1,-6.910505295E-1,-1.919159889E0
1.491213958E2,-7.265337110E-1,-5.813238621E-1,-1.850471497E0
1.491264262E2,-7.362007499E-1,-4.459085464E-1,-1.866962433E0
1.491314565E2,-7.043338418E-1,-2.893657684E-1,-1.925543785E0
1.491364868E2,-6.024875641E-1,-1.210823059E-1,-2.026211262E0
1.491415171E2,-5.309842825E-1,4.506659508E-2,-2.145153522E0
1.491465474E2,-4.706235230E-1,2.286114693E-1,-2.287249088E0
1.491515777E2,-3.877665997E-1,4.061129093E-1,-2.371322155E0
1.491566080E2,-2.109879255E-1,5.873847008E-1,-2.335321903E0
1.491616383E2,2.090287209E-2,7.487792969E-1,-2.174660206E0
1.491666687E2,2.505294681E-1,8.519780636E-1,-1.965973377E0
1.491716990E2,4.738569260E-1,9.159533978E-1,-1.771450043E0
1.491767293E2,6.391311884E-1,9.692647457E-1,-1.548019409E0
1.491817596E2,8.050543070E-1,1.007026672E0,-1.334027767E0
1.491867899E2,9.534382224E-1,1.058022976E0,-1.201298714E0
1.491918202E2,1.013214827E0,1.108066320E0,-1.087681770E0
1.491968505E2,1.027835369E0,1.162242889E0,-1.017201424E0
1.492018808E2,1.016192079E0,1.206515789E0,-9.420757294E-1
1.492069112E2,9.969703555E-1,1.269770145E0,-8.814697266E-1
1.492119416E2,9.312303662E-1,1.385631323E0,-7.732009888E-1
1.492169719E2,8.713713884E-1,1.511169434E0,-7.656250000E-1
1.492220023E2,7.791563272E-1,1.660784721E0,-7.725658417E-1
1.492270327E2,7.216939926E-1,1.782179356E0,-7.941389084E-1
1.492320630E2,6.606479883E-1,1.847276688E0,-7.922773361E-1
1.492370934E2,5.767264962E-1,1.837411880E0,-6.762800217E-1
1.492421238E2,4.987615943E-1,1.776646137E0,-4.080705643E-1
1.492471541E2,3.603932261E-1,1.693584681E0,-4.524517059E-2
1.492521845E2,1.576682925E-1,1.592582226E0,3.595561981E-1
1.492572148E2,-6.059944630E-2,1.487578869E0,6.772136688E-1
1.492622452E2,-2.699651122E-1,1.397294760E0,9.509792328E-1
1.492672756E2,-3.995332420E-1,1.292762995E0,1.252822876E0
1.492723059E2,-4.891723990E-1,1.226383924E0,1.463382721E0
1.492773363E2,-5.689061880E-1,1.188457251E0,1.669013023E0
1.492823667E2,-5.345464349E-1,1.135700226E0,1.783807755E0
1.492873970E2,-3.867734075E-1,1.072748899E0,1.836684227E0
1.492924274E2,-1.837401390E-1,1.004342079E0,1.918660164E0
1.492974578E2,1.022682786E-1,9.062623978E-1,2.025113106E0
1.493024881E2,4.421592355E-1,7.880654335E-1,2.026932716E0
1.493075185E2,7.979608774E-1,6.882565022E-1,2.101088524E0
1.493125489E2,1.098818779E0,5.735936165E-1,2.204276085E0
1.493175792E2,1.217583179E0,4.346547127E-1,2.259724617E0
1.493226096E2,1.008769274E0,3.192436695E-1,2.233803749E0
1.493276400E2,5.887047648E-1,2.893724442E-1,2.188731194E0
1.493326703E2,1.042734385E-1,3.213284016E-1,2.124568939E0
1.493377007E2,-3.191190362E-1,3.677394390E-1,2.055837631E0
1.493427310E2,-5.805746913E-1,4.152705669E-1,2.039922714E0
1.493477614E2,-5.258555412E-1,3.929753304E-1,2.081550598E0
1.493527918E2,-1.564811468E-1,3.827781677E-1,2.175798416E0
1.493578221E2,4.698478580E-1,3.992586136E-1,2.456475258E0
1.493628525E2,1.291817904E0,4.424159527E-1,2.770286560E0
1.493678828E2,2.239108562E0,5.074181557E-1,3.059760094E0
1.493729131E2,3.171563625E0,5.799174309E-1,3.343774796E0
1.493779434E2,3.879616499E0,5.500102043E-1,3.597775459E0
1.493829738E2,4.202167034E0,4.222109318E-1,3.797247887E0
1.493880041E2,4.068979740E0,2.007238865E-1,3.917731285E0
1.493930344E2,3.466096878E0,-9.071302414E-2,3.800846100E0
1.493980647E2,2.453205585E0,-4.329006672E-1,3.566132545E0
1.494030950E2,1.230250001E0,-7.395875454E-1,3.266524315E0
1.494081253E2,-3.003764153E-2,-9.625718594E-1,2.950495720E0
1.494131556E2,-1.027295232E0,-1.125735521E0,2.609348297E0
1.494181859E2,-1.824428797E0,-1.315129995E0,2.191218376E0
1.494232163E2,-2.468798399E0,-1.478265762E0,1.825908661E0
1.494282466E2,-2.911043167E0,-1.534658909E0,1.619178772E0
1.494332769E2,-3.154056787E0,-1.514061451E0,1.523562431E0
1.494383072E2,-3.214223623E0,-1.446305037E0,1.563297272E0
1.494433375E2,-3.097533941E0,-1.342364073E0,1.738699913E0
1.494483678E2,-2.866218090E0,-1.184572220E0,1.935230255E0
1.494533981E2,-2.566891670E0,-1.007694006E0,2.090937614E0
1.494584284E2,-2.202623129E0,-7.937955856E-1,2.115221024E0
1.494634588E2,-1.814617157E0,-5.625915527E-1,2.036938667E0
1.494684891E2,-1.415798187E0,-3.331165314E-1,1.741270065E0
1.494735194E2,-1.024269700E0,-1.144120693E-1,1.395609856E0
1.494785497E2,-6.486932039E-1,7.552099228E-2,9.326143265E-1
1.494835800E2,-3.596742749E-1,1.995801926E-1,3.949899673E-1
1.494886103E2,-1.800089478E-1,2.735378742E-1,-1.364345551E-1
1.494936406E2,-8.030563593E-2,3.275527954E-1,-6.813535690E-1
1.494986709E2,-3.121352196E-2,3.628633022E-1,-1.182868958E0
1.495037013E2,-2.725213766E-2,3.856856823E-1,-1.632074356E0
1.495087316E2,-3.910654783E-2,3.589422703E-1,-2.000861645E0
1.495137619E2,-8.073437214E-2,2.881772518E-1,-2.237057209E0
1.495187922E2,-1.946884990E-1,1.691522598E-1,-2.422385216E0
1.495238225E2,-2.899207473E-1,4.495978355E-2,-2.552147865E0
1.495288528E2,-4.144818187E-1,-9.884405136E-2,-2.597660065E0
1.495338831E2,-5.356122851E-1,-2.435610294E-1,-2.577894211E0
1.495389134E2,-6.974295378E-1,-3.995740414E-1,-2.473361969E0
1.495439438E2,-9.008848667E-1,-5.534036160E-1,-2.321976185E0
1.495489741E2,-1.094259262E0,-7.203149796E-1,-2.166388035E0
1.495540044E2,-1.273414612E0,-8.913397789E-1,-2.025433064E0
1.495590347E2,-1.443370581E0,-1.028638601E0,-1.884567261E0
1.495640650E2,-1.594845414E0,-1.123307705E0,-1.724408150E0
1.495690953E2,-1.603109837E0,-1.209561825E0,-1.664334297E0
1.495741256E2,-1.712312937E0,-1.311805010E0,-1.488833427E0
1.495791559E2,-1.855982423E0,-1.387516499E0,-1.389099598E0
1.495841863E2,-1.872380733E0,-1.427399397E0,-1.350533009E0
1.495892166E2,-1.867344856E0,-1.427049637E0,-1.363337040E0
1.495942469E2,-1.812194824E0,-1.386512518E0,-1.484848022E0
1.495992772E2,-1.687664986E0,-1.324883223E0,-1.566722870E0
1.496043075E2,-1.536945343E0,-1.261140108E0,-1.747757912E0
1.496093378E2,-1.346181393E0,-1.161369085E0,-1.960990429E0
1.496143681E2,-1.082633495E0,-1.005885601E0,-2.201750278E0
1.496193984E2,-8.504151702E-1,-8.612370491E-1,-2.360274315E0
1.496244288E2,-6.290425658E-1,-7.653896809E-1,-2.537307739E0
1.496294591E2,-4.363676906E-1,-6.702308655E-1,-2.699542999E0
1.496344894E2,-2.811460495E-1,-5.608472824E-1,-2.866412640E0
1.496395197E2,-1.396028399E-1,-4.654910564E-1,-2.947203159E0
1.496445500E2,-5.066734552E-2,-3.598186970E-1,-2.975599766E0
1.496495803E2,9.131312370E-3,-2.724130154E-1,-2.994714260E0
1.496546106E2,5.393457413E-2,-2.222602367E-1,-2.908936977E0
1.496596409E2,3.119742870E-2,-2.094733715E-1,-2.742257118E0
1.496646713E2,-4.914289713E-2,-2.151076794E-1,-2.532977104E0
1.496697016E2,-1.295229793E-1,-2.347738743E-1,-2.309694290E0
